outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,JAN 2022,202203,all_ages_adj,Moderna,346911,45391136,1123369,54596412.8,764.2703633,2057.587564,2.692224719,931.5661853,2274.914423,2.442031988,1
case,JAN 2022,202203,all_ages_adj,Pfizer,647808,73029290,1123369,54596412.8,887.0523046,2057.587564,2.319578623,932.99618,2274.914423,2.438289108,1
case,JAN 2022,202204,5-11,all_types,24128,3124425,117205,13209498,772.2380918,887.2782297,1.148969779,,,,0
case,JAN 2022,202204,12-17,all_types,54904,8614230,71123,6431064,637.3639896,1105.928972,1.735160741,,,,0
case,JAN 2022,202204,18-29,all_types,113634,19946474,144947,11998813,569.6946739,1208.011159,2.120453665,,,,0
case,JAN 2022,202204,30-49,all_types,230586,37102335,212938,12792057,621.4864913,1664.611094,2.678434877,,,,1
case,JAN 2022,202204,50-64,all_types,147335,30880098,107667,6340953.65,477.1195998,1697.962262,3.558777007,,,,1
case,JAN 2022,202204,65-79,all_types,81937,22899831.7,48369,2077938.9,357.8061231,2327.73928,6.505588167,,,,1
case,JAN 2022,202204,80+,all_types,24815,6634858,15503,1061286.3,374.0095116,1460.774534,3.905714931,,,,1
case,JAN 2022,202204,all_ages_adj,all_types,677339,129202251.7,717752,53911610.85,524.2470554,1331.349571,2.539546112,572.1817025,1513.113149,2.644462664,1
case,JAN 2022,202204,all_ages_adj,Janssen,47275,10010603,717752,53911610.85,472.2492741,1331.349571,2.819167004,515.2833066,1513.113149,2.936468404,1
case,JAN 2022,202204,all_ages_adj,Moderna,221621,45522297,717752,53911610.85,486.8405476,1331.349571,2.734672734,523.6748604,1513.113149,2.889413381,1
case,JAN 2022,202204,all_ages_adj,Pfizer,397446,73591595,717752,53911610.85,540.0698273,1331.349571,2.465143402,568.3912655,1513.113149,2.66209782,1
case,FEB 2022,202205,5-11,all_types,14506,3341449,60638,13084034,434.1230406,463.4503396,1.067555269,,,,0
case,FEB 2022,202205,12-17,all_types,27590,8686802,35936,6374609,317.6082522,563.7365366,1.774942977,,,,0
case,FEB 2022,202205,18-29,all_types,60125,20042402,77486,11883527,299.9889933,652.0454744,2.17356466,,,,0
case,FEB 2022,202205,30-49,all_types,123702,37226927,114656,12664782,332.2917307,905.3136485,2.724454342,,,,1
case,FEB 2022,202205,50-64,all_types,81715,30945510,61450,6284569.65,264.0609252,977.7916933,3.702901869,,,,1
case,FEB 2022,202205,65-79,all_types,50763,22923769.7,30532,2064182.9,221.4426365,1479.132494,6.679528916,,,,1
case,FEB 2022,202205,80+,all_types,16813,6640971,10569,1056791.3,253.1708089,1000.102859,3.950308738,,,,1
case,FEB 2022,202205,all_ages_adj,all_types,375214,129807830.7,391267,53412495.85,289.05344,732.5383204,2.534266053,311.6965436,853.9056654,2.739541656,1
case,FEB 2022,202205,all_ages_adj,Janssen,26023,10037845,391267,53412495.85,259.2488726,732.5383204,2.825618152,256.3246999,853.9056654,3.331343665,1
case,FEB 2022,202205,all_ages_adj,Moderna,124447,45633444,391267,53412495.85,272.7100764,732.5383204,2.686143211,313.0255851,853.9056654,2.727910133,1
case,FEB 2022,202205,all_ages_adj,Pfizer,218080,74059369,391267,53412495.85,294.466457,732.5383204,2.487680016,308.4869054,853.9056654,2.768045095,1
case,FEB 2022,202206,5-11,all_types,8957,3582554,31848,12955664,250.0171665,245.8229852,0.983224427,,,,0
case,FEB 2022,202206,12-17,all_types,15135,8761924,18831,6315865,172.7360338,298.1539346,1.726066809,,,,0
case,FEB 2022,202206,18-29,all_types,35139,20138344,43455,11783537,174.4880314,368.7772186,2.113481456,,,,0
case,FEB 2022,202206,30-49,all_types,71747,37349633,63420,12549006,192.0955957,505.378673,2.630870693,,,,1
case,FEB 2022,202206,50-64,all_types,48350,31006197,35458,6239598.3,155.9365697,568.2737621,3.644262299,,,,1
case,FEB 2022,202206,65-79,all_types,32730,22945335.7,19977,2050457.9,142.6433696,974.2701862,6.830111972,,,,1
case,FEB 2022,202206,80+,all_types,11552,6646192,6970,1052374.3,173.813817,662.311879,3.810467375,,,,1
case,FEB 2022,202206,all_ages_adj,all_types,223610,130430179.7,219959,52946502.5,171.4403833,415.4363171,2.423211551,182.2395156,496.7434774,2.725772596,1
case,FEB 2022,202206,all_ages_adj,Janssen,15369,10060777,219959,52946502.5,152.7615611,415.4363171,2.719508194,147.6410825,496.7434774,3.36453424,1
case,FEB 2022,202206,all_ages_adj,Moderna,74319,45736215,219959,52946502.5,162.4948632,415.4363171,2.556611999,176.6622699,496.7434774,2.811825511,1
case,FEB 2022,202206,all_ages_adj,Pfizer,129869,74556747,219959,52946502.5,174.1881255,415.4363171,2.384986439,181.3729405,496.7434774,2.738795964,1
case,FEB 2022,202207,5-11,all_types,5202,3807807,15528,12872323,136.6140668,120.6309071,0.883005022,,,,0
case,FEB 2022,202207,12-17,all_types,8185,8832397,9588,6276670,92.6702004,152.7561589,1.648384899,,,,0
case,FEB 2022,202207,18-29,all_types,21119,20235124,25785,11704806,104.3680286,220.2941253,2.110743379,,,,0
case,FEB 2022,202207,30-49,all_types,40462,37469823,35234,12463474.85,107.9855648,282.6980471,2.61792442,,,,1
case,FEB 2022,202207,50-64,all_types,27607,31062237,20001,6207954.3,88.87640642,322.1834284,3.625072631,,,,1
case,FEB 2022,202207,65-79,all_types,19777,22964061.7,11984,2041269.9,86.1215244,587.0855197,6.816942962,,,,1
case,FEB 2022,202207,80+,all_types,7397,6650858,4394,1049157.3,111.218733,418.8123173,3.765663446,,,,1
case,FEB 2022,202207,all_ages_adj,all_types,129749,131022307.7,122514,52615655.35,99.02817488,232.8470475,2.351321205,103.9560069,283.7540793,2.729559241,1
case,FEB 2022,202207,all_ages_adj,Janssen,8778,10080166,122514,52615655.35,87.08189925,232.8470475,2.673885727,75.41471403,283.7540793,3.762582448,1
case,FEB 2022,202207,all_ages_adj,Moderna,43814,45837178,122514,52615655.35,95.5861637,232.8470475,2.435991136,98.08270386,283.7540793,2.893008331,1
case,FEB 2022,202207,all_ages_adj,Pfizer,74653,75029212,122514,52615655.35,99.4985793,232.8470475,2.340204746,102.9893489,283.7540793,2.755178883,1
case,FEB 2022,202208,5-11,all_types,2875,4003744,7867,12788040,71.80778791,61.51841877,0.856709565,,,,0
case,FEB 2022,202208,12-17,all_types,4128,8895483,4845,6239428,46.40557461,77.65134881,1.673319412,,,,0
case,FEB 2022,202208,18-29,all_types,13160,20325854,15842,11655305,64.74512707,135.920939,2.099323071,,,,0
case,FEB 2022,202208,30-49,all_types,24519,37579234,20915,12425809,65.24614099,168.3190205,2.579754418,,,,1
case,FEB 2022,202208,50-64,all_types,16935,31112385,11851,6179440.3,54.43169979,191.781123,3.523335184,,,,1
case,FEB 2022,202208,65-79,all_types,12741,22981289.7,7302,2033209.9,55.44075274,359.1365555,6.477844143,,,,1
case,FEB 2022,202208,80+,all_types,5019,6655061,2934,1046568.3,75.41628845,280.3448184,3.717298002,,,,1
case,FEB 2022,202208,all_ages_adj,all_types,79377,131553050.7,71556,52367800.5,60.33839548,136.6412172,2.26458155,61.78483829,169.4619765,2.74277608,1
case,FEB 2022,202208,all_ages_adj,Janssen,5082,10097351,71556,52367800.5,50.3300321,136.6412172,2.714904232,41.28814212,169.4619765,4.104373988,1
case,FEB 2022,202208,all_ages_adj,Moderna,27038,45944488,71556,52367800.5,58.84927916,136.6412172,2.321884297,71.30370665,169.4619765,2.376622261,1
case,FEB 2022,202208,all_ages_adj,Pfizer,45740,75436076,71556,52367800.5,60.63411888,136.6412172,2.253536782,62.14619454,169.4619765,2.72682789,1
case,MAR 2022,202209,5-11,all_types,2353,4151928,5166,12722237,56.67246638,40.60606637,0.716504309,,,,0
case,MAR 2022,202209,12-17,all_types,3109,8945363,3351,6211957,34.75543698,53.9443528,1.552112633,,,,0
case,MAR 2022,202209,18-29,all_types,9733,20402805,10165,11593763,47.70422498,87.67645155,1.837917954,,,,0
case,MAR 2022,202209,30-49,all_types,16801,37670424,13121,12358867,44.59997583,106.1666899,2.380420345,,,,1
case,MAR 2022,202209,50-64,all_types,11754,31152527,7837,6155923.3,37.73048652,127.3082788,3.37414888,,,,1
case,MAR 2022,202209,65-79,all_types,8823,22995577.7,5057,2025884.9,38.36824678,249.6193145,6.505882741,,,,1
case,MAR 2022,202209,80+,all_types,3512,6658649,1948,1044073.3,52.74343189,186.5769386,3.537444037,,,,1
case,MAR 2022,202209,all_ages_adj,all_types,56085,131977273.7,46645,52112705.5,42.49595285,89.5079224,2.106269336,44.11748308,111.5591217,2.528682823,1
case,MAR 2022,202209,all_ages_adj,Janssen,3626,10114537,46645,52112705.5,35.84939182,89.5079224,2.496776594,28.8014093,111.5591217,3.873391074,1
case,MAR 2022,202209,all_ages_adj,Moderna,18728,46028549,46645,52112705.5,40.6877914,89.5079224,2.199871739,47.17722827,111.5591217,2.364681559,1
case,MAR 2022,202209,all_ages_adj,Pfizer,32907,75759439,46645,52112705.5,43.4361717,89.5079224,2.060677056,44.84649504,111.5591217,2.487577269,1
case,MAR 2022,202210,5-11,all_types,1817,4268936,3644,12675269,42.56329915,28.74889677,0.675438637,,,,0
case,MAR 2022,202210,12-17,all_types,2264,8987638,2360,6189435,25.19015563,38.12949001,1.513666313,,,,0
case,MAR 2022,202210,18-29,all_types,7499,20467362,7430,11545474,36.63882038,64.35422227,1.756449078,,,,0
case,MAR 2022,202210,30-49,all_types,12936,37744657,9589,12306900,34.27240046,77.91564082,2.273422339,,,,1
case,MAR 2022,202210,50-64,all_types,8583,31185239,5575,6137853.3,27.52263659,90.82980201,3.300185348,,,,1
case,MAR 2022,202210,65-79,all_types,6569,23007362.7,3456,2020638.9,28.55172966,171.0350127,5.990355568,,,,1
case,MAR 2022,202210,80+,all_types,2475,6661615,1355,1042330.3,37.1531528,129.9971804,3.498954209,,,,1
case,MAR 2022,202210,all_ages_adj,all_types,42143,132322809.7,33409,51917900.5,31.84862844,64.34967454,2.020484953,33.19838935,79.74095853,2.401952627,1
case,MAR 2022,202210,all_ages_adj,Janssen,2609,10128123,33409,49759806.5,25.75995572,67.1405344,2.606391685,22.01254749,80.39118338,3.652061781,1
case,MAR 2022,202210,all_ages_adj,Moderna,13917,46093187,33409,51917900.5,30.19318235,64.34967454,2.131265059,40.34760811,79.74095853,1.976349089,1
case,MAR 2022,202210,all_ages_adj,Pfizer,25073,76027058,33409,51917900.5,32.97904807,64.34967454,1.951228987,34.10683279,79.74095853,2.33797606,1
case,MAR 2022,202211,5-11,all_types,1580,4360996,3157,12636925,36.23025566,24.98234341,0.689543669,,,,0
case,MAR 2022,202211,12-17,all_types,2212,9021339,2336,6171107,24.51964171,37.85382428,1.543816371,,,,0
case,MAR 2022,202211,18-29,all_types,6649,20521403,6244,11507163,32.40031883,54.26185412,1.674732104,,,,0
case,MAR 2022,202211,30-49,all_types,12291,37806783,8398,12267429.35,32.51003927,68.45770015,2.105740309,,,,1
case,MAR 2022,202211,50-64,all_types,8362,31211955,4883,6123884.3,26.79101646,79.73697348,2.976257867,,,,1
case,MAR 2022,202211,65-79,all_types,5837,23017374.7,3044,2015804.9,25.35910405,151.0066773,5.954732351,,,,1
case,MAR 2022,202211,80+,all_types,2118,6664167,1155,1040652.3,31.78191663,110.9880793,3.492177033,,,,1
case,MAR 2022,202211,all_ages_adj,all_types,39049,132604017.7,29217,51762965.85,29.4478257,56.44382914,1.916740126,30.50092779,69.98743324,2.294600142,1
case,MAR 2022,202211,all_ages_adj,Janssen,2395,10139909,29217,51762965.85,23.61954136,56.44382914,2.38970894,18.76401479,69.98743324,3.72987519,1
case,MAR 2022,202211,all_ages_adj,Moderna,12736,46146858,29217,51762965.85,27.59884541,56.44382914,2.045151828,32.58830712,69.98743324,2.147624084,1
case,MAR 2022,202211,all_ages_adj,Pfizer,23465,76243121,29217,51762965.85,30.77654704,56.44382914,1.833988363,31.62153895,69.98743324,2.213283589,1
death,APR 2021,202114,12-17,all_types,0,30722,2,14421810,0,0.0138679,,,,,0
death,APR 2021,202114,18-29,all_types,0,2132473,21,25615068,0,0.081982995,,,,,0
death,APR 2021,202114,30-49,all_types,2,6156799,195,33840949,0.0324844,0.576224975,17.73850676,,,,0
death,APR 2021,202114,50-64,all_types,8,6060015,548,18708427,0.132012875,2.929161281,22.18845163,,,,0
death,APR 2021,202114,65-79,all_types,49,11974952,632,6371972,0.409187444,9.918436553,24.23934727,,,,0
death,APR 2021,202114,80+,all_types,57,4052619,501,2148526,1.406497872,23.31831218,16.5789886,,,,0
death,APR 2021,202114,all_ages_adj,all_types,116,30407580,1899,101106752,0.381483827,1.878212842,4.92344028,0.138491145,2.813399475,20.31465249,0
death,APR 2021,202114,all_ages_adj,Janssen,16,1895692,1899,101106752,0.844018965,1.878212842,2.225320662,0.590722698,2.813399475,4.762639869,0
death,APR 2021,202114,all_ages_adj,Moderna,31,13238170,1899,101106752,0.234171339,1.878212842,8.020677708,0.091027439,2.813399475,30.90715842,0
death,APR 2021,202114,all_ages_adj,Pfizer,69,15229405,1899,101106752,0.453070885,1.878212842,4.145516528,0.161607457,2.813399475,17.40884685,0
death,APR 2021,202115,12-17,all_types,0,45037,4,14200804,0,0.0281674,,,,,0
death,APR 2021,202115,18-29,all_types,0,2658065,30,24056819,0,0.124704767,,,,,0
death,APR 2021,202115,30-49,all_types,3,7537031,192,31262544,0.0398035,0.614153474,15.42964591,,,,0
death,APR 2021,202115,50-64,all_types,15,7787621,482,16987600,0.19261338,2.837363724,14.73087555,,,,0
death,APR 2021,202115,65-79,all_types,42,13592445,675,5853752,0.308995181,11.53106589,37.31794735,,,,0
death,APR 2021,202115,80+,all_types,78,4373953,462,2035966,1.783283908,22.69193101,12.72479996,,,,0
death,APR 2021,202115,all_ages_adj,all_types,138,35994152,1845,94397485,0.383395614,1.954501224,5.097870591,0.15608356,2.976439212,19.06952417,0
death,APR 2021,202115,all_ages_adj,Janssen,17,2509036,1845,94397485,0.677551059,1.954501224,2.884655255,0.557674926,2.976439212,5.337229757,0
death,APR 2021,202115,all_ages_adj,Moderna,42,15402928,1845,94397485,0.272675429,1.954501224,7.167867056,0.122081575,2.976439212,24.38074059,0
death,APR 2021,202115,all_ages_adj,Pfizer,78,18034204,1845,94397485,0.432511465,1.954501224,4.518958179,0.157386846,2.976439212,18.91161354,0
death,APR 2021,202116,12-17,all_types,0,71442,0,13970706,0,0,,,,,0
death,APR 2021,202116,18-29,all_types,0,3459049,21,22790774,0,0.092142549,,,,,0
death,APR 2021,202116,30-49,all_types,3,9435480,159,29234182,0.0317949,0.543883869,17.10601788,,,,0
death,APR 2021,202116,50-64,all_types,17,10166608,450,15741644,0.16721408,2.858659489,17.09580614,,,,0
death,APR 2021,202116,65-79,all_types,47,14831972,608,5455197,0.316883015,11.14533536,35.17176637,,,,0
death,APR 2021,202116,80+,all_types,68,4632612,418,1946663,1.46785442,21.47264319,14.62859184,,,,0
death,APR 2021,202116,all_ages_adj,all_types,135,42597163,1656,89139166,0.316922514,1.857769232,5.861903616,0.136712848,2.852709719,20.86643468,0
death,APR 2021,202116,all_ages_adj,Janssen,29,3880059,1656,89139166,0.747411315,1.857769232,2.485604907,0.625920049,2.852709719,4.557626367,0
death,APR 2021,202116,all_ages_adj,Moderna,38,17659961,1656,89139166,0.215176013,1.857769232,8.633718998,0.085908331,2.852709719,33.20643868,0
death,APR 2021,202116,all_ages_adj,Pfizer,68,21002744,1656,89139166,0.323767218,1.857769232,5.737978176,0.130600533,2.852709719,21.84301751,0
death,APR 2021,202117,12-17,all_types,0,117064,2,13772303,0,0.0145219,,,,,0
death,APR 2021,202117,18-29,all_types,0,4322453,19,21795542,0,0.08717379,,,,,0
death,APR 2021,202117,30-49,all_types,3,11397069,160,27658988,0.0263226,0.578473804,21.97635286,,,,0
death,APR 2021,202117,50-64,all_types,20,12679012,406,14712761,0.157740997,2.759509245,17.49392542,,,,0
death,APR 2021,202117,65-79,all_types,52,15677441,495,5138704,0.331686785,9.632779004,29.04179317,,,,0
death,APR 2021,202117,80+,all_types,76,4808991,349,1876340,1.580373097,18.6000405,11.76939834,,,,0
death,APR 2021,202117,all_ages_adj,all_types,151,49002030,1431,84954638,0.308150499,1.684428342,5.466252194,0.139170935,2.562508937,18.41267311,0
death,APR 2021,202117,all_ages_adj,Janssen,33,4737964,1431,84954638,0.696501704,1.684428342,2.418412377,0.64481003,2.562508937,3.974052541,0
death,APR 2021,202117,all_ages_adj,Moderna,45,20102785,1431,84954638,0.223849581,1.684428342,7.5248224,0.076839337,2.562508937,33.34892035,0
death,APR 2021,202117,all_ages_adj,Pfizer,73,24104171,1431,84954638,0.30285215,1.684428342,5.561883395,0.141612441,2.562508937,18.09522467,0
death,MAY 2021,202118,12-17,all_types,0,203631,1,13634784,0,0.00733418,,,,,0
death,MAY 2021,202118,18-29,all_types,0,5206372,19,21073910,0,0.090158874,,,,,0
death,MAY 2021,202118,30-49,all_types,2,13385740,128,26499802,0.0149413,0.483022477,32.32806645,,,,0
death,MAY 2021,202118,50-64,all_types,25,15087570,340,13937626,0.165699314,2.43943983,14.72208768,,,,0
death,MAY 2021,202118,65-79,all_types,44,16270115,476,4884744,0.270434474,9.744625307,36.03322145,,,,0
death,MAY 2021,202118,80+,all_types,55,4931357,321,1819257,1.115311668,17.64456589,15.82030064,,,,0
death,MAY 2021,202118,all_ages_adj,all_types,126,55084785,1285,81850123,0.228738299,1.569942662,6.863488413,0.110803657,2.443238379,22.05016008,0
death,MAY 2021,202118,all_ages_adj,Janssen,16,4753842,1285,81850123,0.336569873,1.569942662,4.664537103,0.255042999,2.443238379,9.579711615,0
death,MAY 2021,202118,all_ages_adj,Moderna,48,22707647,1285,81850123,0.211382536,1.569942662,7.427021621,0.086776624,2.443238379,28.15549003,0
death,MAY 2021,202118,all_ages_adj,Pfizer,59,27563488,1285,81850123,0.214051284,1.569942662,7.334423005,0.109782189,2.443238379,22.25532573,0
death,MAY 2021,202119,12-17,all_types,0,347521,2,13307310,0,0.0150293,,,,,0
death,MAY 2021,202119,18-29,all_types,0,6325628,20,20469720,0,0.097705293,,,,,0
death,MAY 2021,202119,30-49,all_types,2,15579729,113,25586846,0.0128372,0.441633174,34.40262581,,,,0
death,MAY 2021,202119,50-64,all_types,9,17110461,292,13349031,0.0525994,2.18742469,41.58649428,,,,0
death,MAY 2021,202119,65-79,all_types,50,16735175,378,4684190,0.298771898,8.069698283,27.00956259,,,,0
death,MAY 2021,202119,80+,all_types,51,5026513,234,1773046,1.014619877,13.19762713,13.00745968,,,,0
death,MAY 2021,202119,all_ages_adj,all_types,112,61125027,1039,79170143,0.183231003,1.312363425,7.162343729,0.088677282,2.017389656,22.74979134,0
death,MAY 2021,202119,all_ages_adj,Janssen,12,4891068,1039,79170143,0.245345188,1.312363425,5.349048959,0.226419721,2.017389656,8.909955564,0
death,MAY 2021,202119,all_ages_adj,Moderna,36,25093782,1039,79170143,0.143461834,1.312363425,9.14782269,0.063357012,2.017389656,31.84161594,0
death,MAY 2021,202119,all_ages_adj,Pfizer,64,31078283,1039,79170143,0.205931583,1.312363425,6.372812799,0.101397688,2.017389656,19.89581505,0
death,MAY 2021,202120,12-17,all_types,0,576961,3,12289353,0,0.0244114,,,,,0
death,MAY 2021,202120,18-29,all_types,1,7706208,14,19821747,0.0129766,0.070629496,5.442855869,,,,0
death,MAY 2021,202120,30-49,all_types,1,17886378,88,24606057,0.00559085,0.35763552,63.96804104,,,,0
death,MAY 2021,202120,50-64,all_types,18,18668752,226,12772754,0.0964178,1.769391315,18.35129314,,,,0
death,MAY 2021,202120,65-79,all_types,44,17129520,347,4494961,0.256866509,7.719755522,30.05356968,,,,0
death,MAY 2021,202120,80+,all_types,49,5107546,182,1731355,0.95936483,10.51199783,10.95724744,,,,0
death,MAY 2021,202120,all_ages_adj,all_types,113,67075365,860,75716227,0.168467216,1.135819935,6.742082893,0.089513012,1.758981038,19.65056241,0
death,MAY 2021,202120,all_ages_adj,Janssen,20,5191362,860,75716227,0.385255353,1.135819935,2.948226224,0.324854042,1.758981038,5.414681082,0
death,MAY 2021,202120,all_ages_adj,Moderna,42,27078464,860,75716227,0.155104809,1.135819935,7.322918859,0.074479179,1.758981038,23.61708415,0
death,MAY 2021,202120,all_ages_adj,Pfizer,50,34740883,860,75716227,0.143922652,1.135819935,7.891877491,0.081528609,1.758981038,21.5750159,0
death,MAY 2021,202121,12-17,all_types,0,801637,1,11724189,0,0.0085294,,,,,0
death,MAY 2021,202121,18-29,all_types,1,8949001,7,19287395,0.0111744,0.0362931,3.247872872,,,,0
death,MAY 2021,202121,30-49,all_types,0,19821542,78,23830338,0,0.327313864,,,,,0
death,MAY 2021,202121,50-64,all_types,17,19825346,202,12329398,0.085748819,1.638360608,19.10650937,,,,0
death,MAY 2021,202121,65-79,all_types,35,17452958,271,4346945,0.200539072,6.234263373,31.08752481,,,,0
death,MAY 2021,202121,80+,all_types,41,5176072,167,1698608,0.792106447,9.831579741,12.41194259,,,,0
death,MAY 2021,202121,all_ages_adj,all_types,94,72026556,726,73216873,0.13050742,0.991574715,7.597841677,0.07210701,1.521521049,21.10087556,0
death,MAY 2021,202121,all_ages_adj,Janssen,12,5485712,726,73216873,0.218750091,0.991574715,4.532911096,0.20878349,1.521521049,7.287554434,0
death,MAY 2021,202121,all_ages_adj,Moderna,34,28980926,726,73216873,0.117318543,0.991574715,8.451986308,0.0582287,1.521521049,26.13009427,0
death,MAY 2021,202121,all_ages_adj,Pfizer,48,37494059,726,73216873,0.128020282,0.991574715,7.745450183,0.0764791,1.521521049,19.8945993,0
death,JUN 2021,202122,12-17,all_types,0,1005708,0,11338370,0,0,,,,,0
death,JUN 2021,202122,18-29,all_types,0,9931321,7,18905982,0,0.0370253,,,,,0
death,JUN 2021,202122,30-49,all_types,1,21377313,65,23264637,0.00467786,0.279394,59.72692998,,,,0
death,JUN 2021,202122,50-64,all_types,15,20753141,167,12010051,0.072278216,1.390502005,19.23818945,,,,0
death,JUN 2021,202122,65-79,all_types,28,17724054,218,4242881,0.157977402,5.138018248,32.5237546,,,,0
death,JUN 2021,202122,80+,all_types,45,5235457,124,1676014,0.85952382,7.398506218,8.607680259,,,,0
death,JUN 2021,202122,all_ages_adj,all_types,89,76026994,581,71437935,0.117063684,0.813293385,6.94744397,0.067168417,1.237102978,18.41792659,0
death,JUN 2021,202122,all_ages_adj,Janssen,12,5786244,581,71437935,0.20738842,0.813293385,3.921594976,0.208845707,1.237102978,5.923526015,0
death,JUN 2021,202122,all_ages_adj,Moderna,29,30620022,581,71437935,0.094709272,0.813293385,8.587262535,0.0463151,1.237102978,26.71055962,0
death,JUN 2021,202122,all_ages_adj,Pfizer,47,39553906,581,71437935,0.11882518,0.813293385,6.844453216,0.075228891,1.237102978,16.44451976,0
death,JUN 2021,202123,12-17,all_types,0,1182082,1,11004363,0,0.0090873,,,,,0
death,JUN 2021,202123,18-29,all_types,0,10612634,8,18559742,0,0.043104,,,,,0
death,JUN 2021,202123,30-49,all_types,1,22453155,72,22750677,0.00445372,0.316474099,71.05841993,,,,0
death,JUN 2021,202123,50-64,all_types,13,21420750,176,11728102,0.0606888,1.500669077,24.72727471,,,,0
death,JUN 2021,202123,65-79,all_types,28,17933879,186,4148911,0.156129078,4.483104121,28.71408816,,,,0
death,JUN 2021,202123,80+,all_types,40,5283180,117,1654373,0.757119765,7.072165709,9.340881107,,,,0
death,JUN 2021,202123,all_ages_adj,all_types,82,78885680,560,69846168,0.10394789,0.801761952,7.713114242,0.0606562,1.186155142,19.55538087,0
death,JUN 2021,202123,all_ages_adj,Janssen,6,6063935,560,69846168,0.098945652,0.801761952,8.103053938,0.094611554,1.186155142,12.53710661,0
death,JUN 2021,202123,all_ages_adj,Moderna,23,31839312,560,69846168,0.072237742,0.801761952,11.09893432,0.0369695,1.186155142,32.08469002,0
death,JUN 2021,202123,all_ages_adj,Pfizer,53,40914766,560,69846168,0.129537586,0.801761952,6.189415596,0.079836642,1.186155142,14.85727752,0
death,JUN 2021,202124,12-17,all_types,0,1553960,1,10743239,0,0.0093082,,,,,0
death,JUN 2021,202124,18-29,all_types,0,11096340,13,18253698,0,0.071218446,,,,,0
death,JUN 2021,202124,30-49,all_types,4,23200035,71,22306991,0.0172414,0.318285868,18.46060821,,,,0
death,JUN 2021,202124,50-64,all_types,12,21880567,173,11490558,0.0548432,1.505583976,27.45252588,,,,0
death,JUN 2021,202124,65-79,all_types,33,18085348,200,4069335,0.18246815,4.914807948,26.93515518,,,,0
death,JUN 2021,202124,80+,all_types,54,5317009,116,1636346,1.015608587,7.088965292,6.980017085,,,,0
death,JUN 2021,202124,all_ages_adj,all_types,103,81133259,574,68500167,0.126951636,0.837954161,6.600577865,0.077685649,1.242339546,15.99187967,0
death,JUN 2021,202124,all_ages_adj,Janssen,16,6270900,574,68500167,0.255146789,0.837954161,3.28420422,0.254980578,1.242339546,4.872290883,0
death,JUN 2021,202124,all_ages_adj,Moderna,26,32666370,574,68500167,0.07959256,0.837954161,10.52804642,0.0449066,1.242339546,27.66496295,0
death,JUN 2021,202124,all_ages_adj,Pfizer,61,42127374,574,68500167,0.144798961,0.837954161,5.787017763,0.096721354,1.242339546,12.84452187,0
death,JUN 2021,202125,12-17,all_types,0,2484935,1,10446702,0,0.0095724,,,,,0
death,JUN 2021,202125,18-29,all_types,0,11572112,10,17974036,0,0.0556358,,,,,0
death,JUN 2021,202125,30-49,all_types,2,23910548,85,21905139,0.0083645,0.388036798,46.39086244,,,,0
death,JUN 2021,202125,50-64,all_types,19,22292720,195,11269860,0.085229618,1.730278814,20.30137954,,,,0
death,JUN 2021,202125,65-79,all_types,48,18221085,222,3995168,0.263431074,5.556712509,21.09361061,,,,0
death,JUN 2021,202125,80+,all_types,53,5347568,126,1619593,0.991104741,7.779732315,7.849556147,,,,0
death,JUN 2021,202125,all_ages_adj,all_types,122,83828968,639,67210498,0.145534417,0.950744332,6.532780013,0.08801767,1.405703838,15.97070049,0
death,JUN 2021,202125,all_ages_adj,Janssen,16,6479866,639,67210498,0.246918686,0.950744332,3.850434918,0.239219208,1.405703838,5.87621642,0
death,JUN 2021,202125,all_ages_adj,Moderna,42,33306023,639,67210498,0.126103318,0.950744332,7.539407756,0.064555577,1.405703838,21.7750953,0
death,JUN 2021,202125,all_ages_adj,Pfizer,63,43973768,639,67210498,0.143267232,0.950744332,6.636160423,0.096037626,1.405703838,14.63701155,0
death,JUN 2021,202126,12-17,all_types,0,3094463,0,10182671,0,0,,,,,0
death,JUN 2021,202126,18-29,all_types,0,12026778,12,17707670,0,0.067767244,,,,,0
death,JUN 2021,202126,30-49,all_types,8,24575298,136,21526507,0.032553,0.631779229,19.40770354,,,,0
death,JUN 2021,202126,50-64,all_types,23,22665002,261,11066244,0.101478041,2.358523813,23.24171607,,,,0
death,JUN 2021,202126,65-79,all_types,40,18341946,258,3927456,0.218079368,6.569137885,30.12269309,,,,0
death,JUN 2021,202126,80+,all_types,56,5374215,144,1605017,1.042012647,8.971867588,8.610133101,,,,0
death,JUN 2021,202126,all_ages_adj,all_types,127,86077702,811,66015565,0.147541113,1.228498158,8.326480185,0.096845309,1.772512871,18.30251648,0
death,JUN 2021,202126,all_ages_adj,Janssen,18,6676902,811,66015565,0.269586104,1.228498158,4.556978782,0.244640299,1.772512871,7.245383835,0
death,JUN 2021,202126,all_ages_adj,Moderna,32,33895135,811,66015565,0.094408829,1.228498158,13.01253466,0.0536719,1.772512871,33.02499358,0
death,JUN 2021,202126,all_ages_adj,Pfizer,77,45435753,811,66015565,0.169470065,1.228498158,7.249056996,0.119210486,1.772512871,14.86876644,0
