outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,APR 2021,202114,12-17,all_types,4,32950,27310,15994448,12.13960546,170.7467491,14.06526346,,,,0
case,APR 2021,202114,18-29,all_types,534,2354024,67219,28351677,22.68456057,237.0900317,10.45160346,,,,0
case,APR 2021,202114,30-49,all_types,1486,6849914,85688,37230385,21.69370302,230.1560943,10.60935029,,,,0
case,APR 2021,202114,50-64,all_types,1217,6800881,43509,20828144,17.8947404,208.8952333,11.67355483,,,,0
case,APR 2021,202114,65-79,all_types,1299,13424610,12391,6972605,9.676258752,177.7097656,18.365545,,,,0
case,APR 2021,202114,80+,all_types,630,4549102,2992,2337973,13.8488871,127.9741041,9.240750044,,,,0
case,APR 2021,202114,all_ages_adj,all_types,5170,34011481,239109,111715232,15.20074942,214.0343763,14.08051474,18.53976587,211.4736264,11.40648851,0
case,APR 2021,202114,all_ages_adj,Janssen,905,2113979,239109,111715232,42.81026444,214.0343763,4.999604162,38.38817547,211.4736264,5.508822022,0
case,APR 2021,202114,all_ages_adj,Moderna,1420,14840977,239109,111715232,9.568103232,214.0343763,22.36957222,17.57479873,211.4736264,12.03277657,0
case,APR 2021,202114,all_ages_adj,Pfizer,2781,17012212,239109,111715232,16.34708056,214.0343763,13.09312544,18.87317957,211.4736264,11.20498142,0
case,APR 2021,202115,12-17,all_types,4,49608,27011,15744949,8.06321561,171.5534296,21.27605634,,,,0
case,APR 2021,202115,18-29,all_types,573,2948470,61843,26596582,19.43380804,232.5223595,11.96483772,,,,0
case,APR 2021,202115,30-49,all_types,1652,8411833,80052,34388253,19.63900139,232.7887956,11.8533927,,,,0
case,APR 2021,202115,50-64,all_types,1530,8768601,39477,18902145,17.44862151,208.8493131,11.96938756,,,,0
case,APR 2021,202115,65-79,all_types,1536,15304304,12027,6397309,10.03639238,188.0009235,18.73192243,,,,0
case,APR 2021,202115,80+,all_types,722,4939921,2765,2212029,14.61561835,124.9983612,8.552382682,,,,0
case,APR 2021,202115,all_ages_adj,all_types,6017,40422737,223175,104241267,14.88518702,214.0946733,14.38306909,16.72001493,212.6739654,12.71972342,0
case,APR 2021,202115,all_ages_adj,Janssen,1141,2778728,223175,104241267,41.06195353,214.0946733,5.213942711,44.44038359,212.6739654,4.785601479,0
case,APR 2021,202115,all_ages_adj,Moderna,1641,17344822,223175,104241267,9.461036844,214.0946733,22.62909201,10.66731263,212.6739654,19.9369769,0
case,APR 2021,202115,all_ages_adj,Pfizer,3142,20251203,223175,104241267,15.51512767,214.0946733,13.79909195,16.4532462,212.6739654,12.92595776,0
case,APR 2021,202116,12-17,all_types,7,79805,23497,15492422,8.771380239,151.6676992,17.29120105,,,,0
case,APR 2021,202116,18-29,all_types,688,3849217,48057,25207411,17.87376498,190.6463143,10.66626503,,,,0
case,APR 2021,202116,30-49,all_types,1927,10523924,65676,32194698,18.31066055,203.9963226,11.14085,,,,0
case,APR 2021,202116,50-64,all_types,1741,11432489,32069,17527774,15.22852985,182.9610537,12.01436091,,,,0
case,APR 2021,202116,65-79,all_types,1584,16736385,10314,5961016,9.464409429,173.0241959,18.28156286,,,,0
case,APR 2021,202116,80+,all_types,680,5249491,2493,2113738,12.95363684,117.9427157,9.104988597,,,,0
case,APR 2021,202116,all_ages_adj,all_types,6627,47871311,182106,98497059,13.84336435,184.8847081,13.35547512,15.46837425,185.2294967,11.97472298,0
case,APR 2021,202116,all_ages_adj,Janssen,1539,4276902,182106,98497059,35.98399028,184.8847081,5.137971265,32.26904565,185.2294967,5.740160361,0
case,APR 2021,202116,all_ages_adj,Moderna,1750,19925728,182106,98497059,8.78261512,184.8847081,21.05121374,13.4659677,185.2294967,13.75537955,0
case,APR 2021,202116,all_ages_adj,Pfizer,3252,23614282,182106,98497059,13.77132703,184.8847081,13.42533713,14.4303293,185.2294967,12.83612403,0
case,APR 2021,202117,12-17,all_types,19,132813,22330,15276938,14.3058285,146.1680345,10.2173764,,,,0
case,APR 2021,202117,18-29,all_types,773,4840254,44013,24122800,15.97023627,182.453944,11.42462396,,,,0
case,APR 2021,202117,30-49,all_types,2218,12744257,58041,30491631,17.4039177,190.3505916,10.9372266,,,,0
case,APR 2021,202117,50-64,all_types,1877,14287599,26921,16396682,13.1372668,164.1856566,12.49770284,,,,0
case,APR 2021,202117,65-79,all_types,1603,17710313,8947,5612709,9.051223431,159.4060907,17.61155184,,,,0
case,APR 2021,202117,80+,all_types,782,5456894,2122,2035730,14.33049643,104.2377918,7.273843746,,,,0
case,APR 2021,202117,all_ages_adj,all_types,7272,55172130,162374,93936490,13.1805678,172.8550854,13.1143884,14.97057785,172.5558523,11.52633212,0
case,APR 2021,202117,all_ages_adj,Janssen,1807,5295084,162374,93936490,34.12599309,172.8550854,5.065203082,31.22806974,172.5558523,5.525665009,0
case,APR 2021,202117,all_ages_adj,Moderna,1917,22671999,162374,93936490,8.455363817,172.8550854,20.44324634,17.70293006,172.5558523,9.747304635,0
case,APR 2021,202117,all_ages_adj,Pfizer,3436,27147937,162374,93936490,12.65657866,172.8550854,13.65733111,13.49092903,172.5558523,12.79050923,0
case,MAY 2021,202118,12-17,all_types,10,228322,17577,15126962,4.379779434,116.1964974,26.53021667,,,,0
case,MAY 2021,202118,18-29,all_types,702,5817842,34973,23336505,12.06632975,149.8639149,12.42000824,,,,0
case,MAY 2021,202118,30-49,all_types,1887,14951632,47613,29238314,12.62069585,162.8445471,12.9029769,,,,0
case,MAY 2021,202118,50-64,all_types,1676,16990897,22483,15547890,9.864105468,144.6048306,14.65970038,,,,0
case,MAY 2021,202118,65-79,all_types,1377,18383304,7663,5333929,7.49049246,143.6652044,19.17967412,,,,0
case,MAY 2021,202118,80+,all_types,694,5598722,1879,1972360,12.39568602,95.26658419,7.685462836,,,,0
case,MAY 2021,202118,all_ages_adj,all_types,6346,61970719,132188,90555960,10.24032011,145.9738266,14.25481089,10.57348914,147.3136437,13.93235873,0
case,MAY 2021,202118,all_ages_adj,Janssen,1368,5316237,132188,90555960,25.7324871,145.9738266,5.672744575,23.72912461,147.3136437,6.208136464,0
case,MAY 2021,202118,all_ages_adj,Moderna,1660,25579139,132188,90555960,6.489663315,145.9738266,22.49328193,6.419927715,147.3136437,22.94630879,0
case,MAY 2021,202118,all_ages_adj,Pfizer,3225,31015535,132188,90555960,10.39801506,145.9738266,14.03862427,10.13958284,147.3136437,14.52857047,0
case,MAY 2021,202119,12-17,all_types,13,385230,13208,14773363,3.374607377,89.4041526,26.49320131,,,,0
case,MAY 2021,202119,18-29,all_types,635,7038322,26854,22679264,9.022036787,118.4077226,13.12427841,,,,0
case,MAY 2021,202119,30-49,all_types,1565,17370155,36863,28252853,9.009706592,130.4753187,14.48163904,,,,0
case,MAY 2021,202119,50-64,all_types,1515,19252113,17531,14904608,7.86926609,117.6213423,14.94692656,,,,0
case,MAY 2021,202119,65-79,all_types,1307,18905234,6288,5114039,6.913429371,122.9556521,17.78504494,,,,0
case,MAY 2021,202119,80+,all_types,594,5707674,1784,1921184,10.40704147,92.85940337,8.922747513,,,,0
case,MAY 2021,202119,all_ages_adj,all_types,5629,68658728,102528,87645311,8.19852066,116.9805878,14.26849949,8.041345624,119.1912381,14.82230011,0
case,MAY 2021,202119,all_ages_adj,Janssen,1068,5462818,102528,87645311,19.55034929,116.9805878,5.983554876,17.77773912,119.1912381,6.704521721,0
case,MAY 2021,202119,all_ages_adj,Moderna,1512,28224821,102528,87645311,5.356987029,116.9805878,21.83701158,5.075023821,119.1912381,23.48584801,0
case,MAY 2021,202119,all_ages_adj,Pfizer,2952,34909195,102528,87645311,8.456224785,116.9805878,13.83366582,7.907381344,119.1912381,15.07341469,0
case,MAY 2021,202120,12-17,all_types,21,640465,9856,13627332,3.278867698,72.32523578,22.05799149,,,,0
case,MAY 2021,202120,18-29,all_types,585,8562602,21107,21963785,6.832035402,96.09910132,14.06595482,,,,0
case,MAY 2021,202120,30-49,all_types,1596,19901486,29406,27186605,8.019501659,108.1635607,13.48756635,,,,0
case,MAY 2021,202120,50-64,all_types,1366,20996552,13986,14269353,6.5058301,98.01425475,15.0656032,,,,0
case,MAY 2021,202120,65-79,all_types,1132,19348476,5246,4905542,5.85058999,106.9402729,18.27854508,,,,0
case,MAY 2021,202120,80+,all_types,560,5800215,1307,1874935,9.65481452,69.70908325,7.22013697,,,,0
case,MAY 2021,202120,all_ages_adj,all_types,5260,75249796,80908,83827552,6.990052172,96.51719282,13.80779291,6.845876918,98.58655833,14.40086632,0
case,MAY 2021,202120,all_ages_adj,Janssen,963,5797055,80908,83827552,16.6118831,96.51719282,5.810129545,15.13991746,98.58655833,6.511697212,0
case,MAY 2021,202120,all_ages_adj,Moderna,1493,30421094,80908,83827552,4.907778793,96.51719282,19.66616608,8.992713316,98.58655833,10.96293798,0
case,MAY 2021,202120,all_ages_adj,Pfizer,2725,38966991,80908,83827552,6.993098338,96.51719282,13.80177829,6.573839393,98.58655833,14.99680057,0
case,MAY 2021,202121,12-17,all_types,24,886432,6330,12971670,2.707483484,48.79865122,18.02361916,,,,0
case,MAY 2021,202121,18-29,all_types,547,9938415,15446,21364003,5.503895742,72.29918476,13.13600187,,,,0
case,MAY 2021,202121,30-49,all_types,1306,22015594,22077,26329584,5.932158814,83.84864721,14.13459245,,,,0
case,MAY 2021,202121,50-64,all_types,1188,22291647,10567,13774158,5.329350496,76.71612305,14.39502302,,,,0
case,MAY 2021,202121,65-79,all_types,965,19712300,4095,4740947,4.895420626,86.37514826,17.64407083,,,,0
case,MAY 2021,202121,80+,all_types,480,5878191,1018,1838409,8.165777533,55.37396738,6.781224098,,,,0
case,MAY 2021,202121,all_ages_adj,all_types,4510,80722579,59533,81018771,5.587036559,73.48050244,13.15196378,5.378900695,75.82233003,14.09625021,0
case,MAY 2021,202121,all_ages_adj,Janssen,823,6128707,59533,81018771,13.42860737,73.48050244,5.471937663,12.20090696,75.82233003,6.214483092,0
case,MAY 2021,202121,all_ages_adj,Moderna,1225,32513399,59533,81018771,3.767677443,73.48050244,19.50286445,4.668454617,75.82233003,16.24141954,0
case,MAY 2021,202121,all_ages_adj,Pfizer,2380,42014614,59533,81018771,5.664695622,73.48050244,12.97165944,5.270127566,75.82233003,14.38719065,0
case,JUN 2021,202122,12-17,all_types,29,1107333,4710,12543069,2.618905063,37.55061859,14.33828936,,,,0
case,JUN 2021,202122,18-29,all_types,508,11020625,12164,20941688,4.609538933,58.08509801,12.60106463,,,,0
case,JUN 2021,202122,30-49,all_types,1299,23710705,17789,25712211,5.47853807,69.18502652,12.62837378,,,,0
case,JUN 2021,202122,50-64,all_types,1116,23330553,8365,13421471,4.783427122,62.32550814,13.02946748,,,,0
case,JUN 2021,202122,65-79,all_types,892,20018371,3201,4626084,4.455907027,69.19459309,15.52873359,,,,0
case,JUN 2021,202122,80+,all_types,426,5946192,811,1813233,7.164248985,44.72673948,6.24304649,,,,0
case,JUN 2021,202122,all_ages_adj,all_types,4270,85133779,47040,79057756,5.015635451,59.50080344,11.86306382,4.840774855,61.5286935,12.7105051,0
case,JUN 2021,202122,all_ages_adj,Janssen,727,6470107,47040,79057756,11.23629022,59.50080344,5.295413546,12.47614494,61.5286935,4.931707173,0
case,JUN 2021,202122,all_ages_adj,Moderna,1213,34311527,47040,79057756,3.535255076,59.50080344,16.83069599,3.227952339,61.5286935,19.06121499,0
case,JUN 2021,202122,all_ages_adj,Pfizer,2267,44285323,47040,79057756,5.119077488,59.50080344,11.62334495,4.842616384,61.5286935,12.70567161,0
case,JUN 2021,202123,12-17,all_types,41,1295571,4016,12172819,3.164627797,32.99153631,10.42509212,,,,0
case,JUN 2021,202123,18-29,all_types,583,11774538,11310,20563221,4.951361998,55.00111096,11.10827909,,,,0
case,JUN 2021,202123,30-49,all_types,1342,24892949,16060,25156098,5.391084841,63.84137953,11.84202835,,,,0
case,JUN 2021,202123,50-64,all_types,1250,24080622,7540,13112917,5.190895817,57.50055461,11.07719296,,,,0
case,JUN 2021,202123,65-79,all_types,909,20255148,2892,4523058,4.487748004,63.93904301,14.24746732,,,,0
case,JUN 2021,202123,80+,all_types,429,6000437,718,1789361,7.14947928,40.12605617,5.612444572,,,,0
case,JUN 2021,202123,all_ages_adj,all_types,4554,88299265,42536,77317474,5.157460824,55.01473056,10.66701861,5.007997574,56.83712969,11.34927261,0
case,JUN 2021,202123,all_ages_adj,Janssen,759,6786589,42536,77317474,11.1838215,55.01473056,4.919135247,12.32796458,56.83712969,4.610422857,0
case,JUN 2021,202123,all_ages_adj,Moderna,1259,35658574,42536,77317474,3.53070765,55.01473056,15.58178587,3.238542169,56.83712969,17.55022066,0
case,JUN 2021,202123,all_ages_adj,Pfizer,2467,45786435,42536,77317474,5.388058712,55.01473056,10.21049204,5.088947131,56.83712969,11.16874045,0
case,JUN 2021,202124,12-17,all_types,43,1690816,3844,11885023,2.543150763,32.34322727,12.71777818,,,,0
case,JUN 2021,202124,18-29,all_types,650,12307021,10965,20229169,5.281538075,54.20390724,10.26290192,,,,0
case,JUN 2021,202124,30-49,all_types,1543,25707938,15214,24675184,6.002037192,61.65708835,10.27269348,,,,0
case,JUN 2021,202124,50-64,all_types,1256,24592288,7140,12851497,5.107292172,55.55772997,10.8781186,,,,0
case,JUN 2021,202124,65-79,all_types,1040,20425044,2651,4435294,5.091788297,59.77055862,11.73861817,,,,0
case,JUN 2021,202124,80+,all_types,452,6038918,658,1769274,7.484784526,37.19039561,4.968799767,,,,0
case,JUN 2021,202124,all_ages_adj,all_types,4984,90762025,40472,75845441,5.491283386,53.36115061,9.71742794,5.299073412,54.87109429,10.35484698,0
case,JUN 2021,202124,all_ages_adj,Janssen,806,7019473,40472,75845441,11.48234348,53.36115061,4.647235185,10.62370946,54.87109429,5.164965636,0
case,JUN 2021,202124,all_ages_adj,Moderna,1354,36567753,40472,75845441,3.702715887,53.36115061,14.41135432,3.346688172,54.87109429,16.39563995,0
case,JUN 2021,202124,all_ages_adj,Pfizer,2765,47106184,40472,75845441,5.869717657,53.36115061,9.090922889,5.550258561,54.87109429,9.88622308,0
case,JUN 2021,202125,12-17,all_types,88,2738094,4420,11566093,3.213914497,38.21515182,11.89053158,,,,0
case,JUN 2021,202125,18-29,all_types,927,12836430,12373,19924794,7.221634052,62.09850902,8.598955385,,,,0
case,JUN 2021,202125,30-49,all_types,2216,26488128,17007,24239704,8.366012124,70.16174785,8.386522373,,,,0
case,JUN 2021,202125,50-64,all_types,1666,25052598,7613,12608940,6.650008913,60.37779544,9.079355566,,,,0
case,JUN 2021,202125,65-79,all_types,1292,20577543,2821,4353385,6.278689346,64.80014977,10.32064914,,,,0
case,JUN 2021,202125,80+,all_types,468,6073610,698,1750748,7.705466765,39.86867328,5.17407634,,,,0
case,JUN 2021,202125,all_ages_adj,all_types,6657,93766403,44932,74443664,7.099557823,60.35705067,8.501522513,7.038081863,61.69238114,8.765510596,0
case,JUN 2021,202125,all_ages_adj,Janssen,975,7250606,44932,74443664,13.44715187,60.35705067,4.488463525,12.23869267,61.69238114,5.040765614,0
case,JUN 2021,202125,all_ages_adj,Moderna,1794,37273244,44932,74443664,4.813104006,60.35705067,12.54015093,4.534508284,61.69238114,13.60508732,0
case,JUN 2021,202125,all_ages_adj,Pfizer,3817,49173242,44932,74443664,7.762351728,60.35705067,7.775613987,7.63251113,61.69238114,8.08284195,0
case,JUN 2021,202126,12-17,all_types,142,3433437,6369,11280913,4.135797453,56.45819625,13.65110281,,,,0
case,JUN 2021,202126,18-29,all_types,1613,13347347,16699,19635397,12.08479858,85.04539022,7.037385828,,,,0
case,JUN 2021,202126,30-49,all_types,3703,27224299,22824,23830167,13.60181946,95.77775934,7.041540259,,,,0
case,JUN 2021,202126,50-64,all_types,2487,25471353,9331,12385345,9.763910068,75.33903981,7.716072689,,,,0
case,JUN 2021,202126,65-79,all_types,1676,20713645,3464,4278728,8.091284755,80.95864004,10.00565948,,,,0
case,JUN 2021,202126,80+,all_types,634,6103898,819,1734433,10.38680528,47.22004252,4.546156515,,,,0
case,JUN 2021,202126,all_ages_adj,all_types,10255,96293979,59506,73144983,10.64967935,81.35349488,7.639055805,10.88238779,82.29990752,7.562669989,0
case,JUN 2021,202126,all_ages_adj,Janssen,1550,7467063,59506,73144983,20.75782674,81.35349488,3.919172074,20.84081175,82.29990752,3.948978019,0
case,JUN 2021,202126,all_ages_adj,Moderna,2662,37929569,59506,73144983,7.018271154,81.35349488,11.59167167,6.963082606,82.29990752,11.81946448,0
case,JUN 2021,202126,all_ages_adj,Pfizer,5936,50827435,59506,73144983,11.67873217,81.35349488,6.965952616,11.8246736,82.29990752,6.96001516,0
case,JUL 2021,202127,12-17,all_types,211,3822123,8835,11073437,5.520492145,79.78552639,14.45261116,,,,0
case,JUL 2021,202127,18-29,all_types,3158,13713340,26879,19400071,23.02867135,138.5510393,6.016458232,,,,0
case,JUL 2021,202127,30-49,all_types,6373,27747985,34690,23497133,22.96743349,147.6350328,6.428016122,,,,0
case,JUL 2021,202127,50-64,all_types,4202,25773411,14033,12202013,16.30362392,115.0056142,7.053990869,,,,0
case,JUL 2021,202127,65-79,all_types,2840,20814333,5036,4216036,13.64444395,119.4486954,8.754383531,,,,0
case,JUL 2021,202127,80+,all_types,924,6126121,1088,1720528,15.0829538,63.23640185,4.192574127,,,,0
case,JUL 2021,202127,all_ages_adj,all_types,17708,97997313,90561,72109218,18.0698832,125.5886591,6.950164411,18.59662754,126.3618798,6.794881467,0
case,JUL 2021,202127,all_ages_adj,Janssen,2517,7643172,90561,72109218,32.93135363,125.5886591,3.813650072,30.0028171,126.3618798,4.211667171,0
case,JUL 2021,202127,all_ages_adj,Moderna,4476,38406180,90561,72109218,11.65437437,125.5886591,10.77609618,12.39619177,126.3618798,10.19360479,0
case,JUL 2021,202127,all_ages_adj,Pfizer,10550,51877667,90561,72109218,20.33630387,125.5886591,6.17558923,20.86929331,126.3618798,6.054918963,0
case,JUL 2021,202128,12-17,all_types,467,4137834,14323,10831834,11.28609799,132.2306084,11.71623784,,,,0
case,JUL 2021,202128,18-29,all_types,5544,14005743,43684,19145095,39.58376218,228.1733259,5.764316308,,,,0
case,JUL 2021,202128,30-49,all_types,11942,28164858,55528,23143987,42.40035579,239.9240891,5.658539526,,,,0
case,JUL 2021,202128,50-64,all_types,7694,26009075,22175,12007938,29.58198244,184.6695078,6.242634622,,,,0
case,JUL 2021,202128,65-79,all_types,5044,20892964,7434,4150001,24.14209875,179.132487,7.41992189,,,,0
case,JUL 2021,202128,80+,all_types,1677,6143997,1654,1705721,27.2949352,96.96779251,3.552592882,,,,0
case,JUL 2021,202128,all_ages_adj,all_types,32368,99354471,144798,70984576,32.57830239,203.9851587,6.261380849,33.64537348,203.8817552,6.05972632,0
case,JUL 2021,202128,all_ages_adj,Janssen,4464,7784931,144798,70984576,57.34154869,203.9851587,3.557370935,55.78924171,203.8817552,3.654499487,0
case,JUL 2021,202128,all_ages_adj,Moderna,8464,38739762,144798,70984576,21.84835312,203.9851587,9.336408907,22.62789108,203.8817552,9.010196951,0
case,JUL 2021,202128,all_ages_adj,Pfizer,19113,52759073,144798,70984576,36.22694432,203.9851587,5.630758059,37.34214364,203.8817552,5.459829976,0
case,JUL 2021,202129,12-17,all_types,870,4379653,23613,10555450,19.86458745,223.7043423,11.2614643,,,,0
case,JUL 2021,202129,18-29,all_types,9642,14252147,68461,18863303,67.65296485,362.932197,5.364616285,,,,0
case,JUL 2021,202129,30-49,all_types,20435,28509252,90213,22728949,71.67848529,396.9079257,5.537336958,,,,0
case,JUL 2021,202129,50-64,all_types,14061,26201804,35943,11766635,53.66424388,305.4654113,5.692159047,,,,0
case,JUL 2021,202129,65-79,all_types,9221,20959783,12107,4067451,43.99377608,297.6557062,6.765859464,,,,0
case,JUL 2021,202129,80+,all_types,2979,6158863,2650,1688260,48.36931752,156.966344,3.245163507,,,,0
case,JUL 2021,202129,all_ages_adj,all_types,57208,100461502,232987,69670048,56.94519678,334.4148694,5.872573778,58.21071555,334.9893827,5.754771773,0
case,JUL 2021,202129,all_ages_adj,Janssen,7263,7912057,232987,69670048,91.79660864,334.4148694,3.642998083,86.54015989,334.9893827,3.870912454,0
case,JUL 2021,202129,all_ages_adj,Moderna,15365,39007532,232987,69670048,39.38982861,334.4148694,8.489878762,42.41189682,334.9893827,7.898476792,0
case,JUL 2021,202129,all_ages_adj,Pfizer,33970,53470775,232987,69670048,63.53003112,334.4148694,5.26388644,65.06724793,334.9893827,5.148356406,0
case,JUL 2021,202130,12-17,all_types,1530,4612068,34787,10222530,33.17383872,340.2973628,10.25800377,,,,0
case,JUL 2021,202130,18-29,all_types,15105,14509199,100272,18492793,104.1063673,542.2220429,5.208346589,,,,0
case,JUL 2021,202130,30-49,all_types,30942,28859562,129604,22166294,107.2157644,584.6895291,5.453391415,,,,0
case,JUL 2021,202130,50-64,all_types,21676,26394950,52183,11446747,82.12176951,455.8762415,5.551222828,,,,0
case,JUL 2021,202130,65-79,all_types,14985,21027383,17934,3961547,71.26421771,452.7019369,6.352443785,,,,0
case,JUL 2021,202130,80+,all_types,4797,6174203,4185,1667182,77.69423843,251.0223839,3.230900887,,,,0
case,JUL 2021,202130,all_ages_adj,all_types,89035,101577365,338965,67957093,87.65240169,498.792672,5.690576212,89.15673517,499.5206597,5.602724895,0
case,JUL 2021,202130,all_ages_adj,Janssen,10794,8043949,338965,67957093,134.1878224,498.792672,3.717123231,122.6294087,499.5206597,4.073416525,0
case,JUL 2021,202130,all_ages_adj,Moderna,24631,39270124,338965,67957093,62.72198173,498.792672,7.952438017,64.24654937,499.5206597,7.775058188,0
case,JUL 2021,202130,all_ages_adj,Pfizer,52410,54191906,338965,67957093,96.71185952,498.792672,5.157512993,98.97896664,499.5206597,5.04673545,0
case,AUG 2021,202131,12-17,all_types,2235,4823762,42740,9836202,46.33313169,434.5173066,9.378112178,,,,0
case,AUG 2021,202131,18-29,all_types,18538,14742753,116346,18073385,125.7431363,643.7421656,5.119501426,,,,0
case,AUG 2021,202131,30-49,all_types,39447,29182892,154365,21526087,135.1716615,717.1066437,5.305155204,,,,0
case,AUG 2021,202131,50-64,all_types,28918,26580025,65095,11097022,108.795985,586.598819,5.391732234,,,,0
case,AUG 2021,202131,65-79,all_types,19986,21091737,23060,3850129.15,94.75748726,598.9409472,6.320777013,,,,1
case,AUG 2021,202131,80+,all_types,6334,6188796,5189,1644358,102.3462399,315.5638857,3.083297306,,,,0
case,AUG 2021,202131,all_ages_adj,all_types,115458,102609965,406795,66027183.15,112.5212351,616.1023091,5.475431444,113.4882423,620.5107169,5.467621176,1
case,AUG 2021,202131,all_ages_adj,Janssen,13431,8159609,406795,66027183.15,164.6034755,616.1023091,3.742948363,151.8277954,620.5107169,4.086937541,1
case,AUG 2021,202131,all_ages_adj,Moderna,32454,39504357,406795,66027183.15,82.15296353,616.1023091,7.499453246,87.42419932,620.5107169,7.097699742,1
case,AUG 2021,202131,all_ages_adj,Pfizer,67750,54874354,406795,66027183.15,123.463868,616.1023091,4.990142614,125.4658682,620.5107169,4.945653552,1
case,AUG 2021,202132,12-17,all_types,2754,5010444,53755,9445821,54.96518871,569.087642,10.35360117,,,,0
case,AUG 2021,202132,18-29,all_types,18935,14962686,121088,17642442,126.5481345,686.3448949,5.423587615,,,,0
case,AUG 2021,202132,30-49,all_types,43554,29489782,166299,20865487,147.6918344,797.0051214,5.396406136,,,,0
case,AUG 2021,202132,50-64,all_types,32566,26758142,72515,10755436,121.7050123,674.2172051,5.539765312,,,,0
case,AUG 2021,202132,65-79,all_types,22698,21153740,26160,3743003.15,107.3001748,698.9040338,6.513540495,,,,1
case,AUG 2021,202132,80+,all_types,7390,6202211,6093,1622040,119.1510576,375.6380854,3.152620656,,,,0
case,AUG 2021,202132,all_ages_adj,all_types,127897,103577005,445910,64074229.15,123.4801103,695.9272174,5.635945869,123.5851016,701.7276787,5.678092826,1
case,AUG 2021,202132,all_ages_adj,Janssen,14545,8286187,445910,64074229.15,175.533089,695.9272174,3.96464975,161.814625,701.7276787,4.336614684,1
case,AUG 2021,202132,all_ages_adj,Moderna,36634,39730092,445910,64074229.15,92.20718643,695.9272174,7.547429266,90.90589673,701.7276787,7.719275691,1
case,AUG 2021,202132,all_ages_adj,Pfizer,74518,55488858,445910,64074229.15,134.293627,695.9272174,5.18213137,135.7537118,701.7276787,5.169123331,1
case,AUG 2021,202133,12-17,all_types,3531,5223917,72214,9119864,67.59295755,791.8319835,11.7147113,,,,0
case,AUG 2021,202133,18-29,all_types,19279,15183365,119134,17224516,126.9744882,691.6536871,5.447186257,,,,0
case,AUG 2021,202133,30-49,all_types,45594,29800512,167505,20236350,152.9973713,827.7431454,5.410178869,,,,0
case,AUG 2021,202133,50-64,all_types,34046,26940574,73915,10438622,126.3744418,708.0915469,5.603123045,,,,0
case,AUG 2021,202133,65-79,all_types,24176,21216792,27932,3629484.15,113.9474808,769.5859479,6.753865397,,,,1
case,AUG 2021,202133,80+,all_types,7857,6215962,6666,1597182,126.4003866,417.3600754,3.301889232,,,,0
case,AUG 2021,202133,all_ages_adj,all_types,134483,104581122,467366,62246018.15,128.5920417,750.8367826,5.838905525,128.8212952,752.9807398,5.845157346,1
case,AUG 2021,202133,all_ages_adj,Janssen,15175,8411714,467366,62246018.15,180.4031854,750.8367826,4.161992933,170.2071258,752.9807398,4.423908435,1
case,AUG 2021,202133,all_ages_adj,Moderna,39539,39937154,467366,62246018.15,99.00304864,750.8367826,7.583976382,99.89583901,752.9807398,7.537658698,1
case,AUG 2021,202133,all_ages_adj,Pfizer,77362,56159847,467366,62246018.15,137.7532243,750.8367826,5.450593164,139.2344352,752.9807398,5.408006564,1
case,AUG 2021,202134,12-17,all_types,4525,5480537,85486,8824603,82.56490194,968.7234655,11.73287248,,,,0
case,AUG 2021,202134,18-29,all_types,20243,15429131,115234,16816490,131.1998712,685.244067,5.222901979,,,,0
case,AUG 2021,202134,30-49,all_types,46717,30160941,165155,19629789,154.8923822,841.3488296,5.43182833,,,,0
case,AUG 2021,202134,50-64,all_types,34266,27151514,71436,10137723,126.2029071,704.6552761,5.583510651,,,,0
case,AUG 2021,202134,65-79,all_types,24227,21288832,27309,3523682.55,113.8014523,775.0130613,6.810221183,,,,1
case,AUG 2021,202134,80+,all_types,7747,6231202,6330,1573053,124.3259326,402.4022077,3.236671539,,,,0
case,AUG 2021,202134,all_ages_adj,all_types,137725,105742157,470950,60505340.55,130.2460664,778.3610434,5.976081006,131.7613157,774.5151141,5.878167732,1
case,AUG 2021,202134,all_ages_adj,Janssen,15222,8533193,470950,60505340.55,178.3857461,778.3610434,4.363358959,173.2578475,774.5151141,4.470303223,1
case,AUG 2021,202134,all_ages_adj,Moderna,41314,40162761,470950,60505340.55,102.8664339,778.3610434,7.566715534,107.7363906,774.5151141,7.18898331,1
case,AUG 2021,202134,all_ages_adj,Pfizer,78538,56973050,470950,60505340.55,137.8511419,778.3610434,5.646388072,140.0168431,774.5151141,5.531585322,1
case,SEP 2021,202135,12-17,all_types,4673,5789830,77326,8550923,80.71048718,904.3000387,11.20424458,,,,0
case,SEP 2021,202135,18-29,all_types,20319,15731384,103906,16419089,129.1621894,632.8365721,4.899549744,,,,0
case,SEP 2021,202135,30-49,all_types,44000,30636722,150835,19049878,143.6184981,791.7898477,5.513146692,,,,0
case,SEP 2021,202135,50-64,all_types,32135,27426448,65499,9847924,117.1679249,665.1046454,5.676507849,,,,0
case,SEP 2021,202135,65-79,all_types,22913,21385697,25590,3420977.55,107.1417032,748.0318016,6.981705344,,,,1
